id,Loại tài liệu pháp luật,số,điều,tên điều,nội dung,thời gian ban hành,nhãn
68/2020/QH14_31,Luật,68/2020/QH14,31,Khai báo tạm vắng,"1. Công dân có trách nhiệm khai báo tạm vắng trong các trường hợp sau đây: a) Đi khỏi phạm vi đơn vị hành chính cấp xã nơi đang cư trú từ 01 ngày trở lên đối với bị can, bị cáo đang tại ngoại; người bị kết án phạt tù nhưng chưa có quyết định thi hành án hoặc đã có quyết định thi hành án nhưng đang tại ngoại hoặc được hoãn chấp hành án, tạm đình chỉ chấp hành án; người bị kết án phạt tù được hưởng án treo đang trong thời gian thử thách; người đang chấp hành án phạt quản chế, cải tạo không giam giữ; người được tha tù trước thời hạn có điều kiện đang trong thời gian thử thách; b) Đi khỏi phạm vi đơn vị hành chính cấp xã nơi đang cư trú từ 01 ngày trở lên đối với người đang chấp hành biện pháp giáo dục tại xã, phường, thị trấn; người phải chấp hành biện pháp đưa vào cơ sở giáo dục bắt buộc, đưa vào cơ sở cai nghiện bắt buộc, đưa vào trường giáo dưỡng nhưng đang được hoãn chấp hành hoặc tạm đình chỉ chấp hành; người bị quản lý trong thời gian làm thủ tục xem xét, quyết định áp dụng biện pháp đưa vào cơ sở giáo dục bắt buộc, đưa vào cơ sở cai nghiện bắt buộc, đưa vào trường giáo dưỡng; c) Đi khỏi phạm vi đơn vị hành chính cấp huyện nơi đang cư trú từ 03 tháng liên tục trở lên đối với người trong độ tuổi thực hiện nghĩa vụ quân sự hoặc người đang phải thực hiện các nghĩa vụ khác đối với Nhà nước theo quyết định của cơ quan nhà nước có thẩm quyền; d) Đi khỏi phạm vi đơn vị hành chính cấp xã nơi thường trú từ 12 tháng liên tục trở lên đối với người không thuộc trường hợp quy định tại các điểm a, b và c khoản này, trừ trường hợp đã đăng ký tạm trú tại nơi ở mới hoặc đã xuất cảnh ra nước ngoài. 2. Trước khi đi khỏi nơi cư trú, người quy định tại điểm a và điểm b khoản 1 Điều này phải đến khai báo tạm vắng tại cơ quan đăng ký cư trú nơi người đó cư trú; khi đến khai báo tạm vắng phải nộp đề nghị khai báo tạm vắng và văn bản đồng ý của cơ quan có thẩm quyền giám sát, quản lý, giáo dục người đó. Cơ quan đăng ký cư trú có trách nhiệm hướng dẫn, kiểm tra nội dung khai báo. Trong thời hạn 01 ngày làm việc kể từ ngày nhận được đề nghị khai báo tạm vắng, cơ quan đăng ký cư trú cấp phiếu khai báo tạm vắng cho công dân; trường hợp phức tạp thì thời gian giải quyết có thể kéo dài hơn nhưng không quá 02 ngày làm việc. 3. Người quy định tại điểm c và điểm d khoản 1 Điều này có thể đến khai báo tạm vắng trực tiếp tại cơ quan đăng ký cư trú nơi người đó cư trú hoặc khai báo qua điện thoại, phương tiện điện tử hoặc phương tiện khác do Bộ trưởng Bộ Công an quy định. Trường hợp người quy định tại điểm d khoản 1 Điều này là người chưa thành niên thì người thực hiện khai báo là cha, mẹ hoặc người giám hộ. 4. Nội dung khai báo tạm vắng bao gồm họ và tên, số định danh cá nhân hoặc số Chứng minh nhân dân, số hộ chiếu của người khai báo tạm vắng; lý do tạm vắng; thời gian tạm vắng; địa chỉ nơi đến. 5. Cơ quan đăng ký cư trú có trách nhiệm cập nhật thông tin khai báo tạm vắng của công dân vào Cơ sở dữ liệu về cư trú và thông báo cho người khai báo về việc đã cập nhật thông tin khai báo tạm vắng khi có yêu cầu.",ngày 13 tháng 11 năm 2020,
68/2020/QH14_32,Luật,68/2020/QH14,32,Trách nhiệm quản lý nhà nước về cư trú,"1. Chính phủ thống nhất quản lý nhà nước về cư trú trong phạm vi cả nước. 2. Bộ Công an chịu trách nhiệm trước Chính phủ thực hiện quản lý nhà nước về cư trú và có trách nhiệm sau đây: a) Xây dựng và trình Chính phủ ban hành hoặc ban hành theo thẩm quyền văn bản quy phạm pháp luật về cư trú; b) Chỉ đạo và tổ chức thực hiện các văn bản quy phạm pháp luật về cư trú; tổ chức việc đăng ký, quản lý cư trú trên toàn quốc, cập nhật thông tin về cư trú vào Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu về cư trú; c) Đình chỉ, bãi bỏ theo thẩm quyền hoặc kiến nghị cấp có thẩm quyền bãi bỏ quy định về quản lý cư trú trái với quy định của Luật này; d) Ban hành, in ấn và quản lý tờ khai thay đổi thông tin cư trú và các giấy tờ, tài liệu, biểu mẫu, sổ sách về cư trú; đ) Trang bị máy móc, phương tiện, thiết bị; bố trí, đào tạo, bồi dưỡng cán bộ làm công tác quản lý cư trú; e) Thống kê nhà nước về cư trú, tổng kết, nghiên cứu khoa học về quản lý cư trú, tổ chức tuyên truyền, phổ biến, giáo dục pháp luật về cư trú; g) Kiểm tra, thanh tra, giải quyết khiếu nại, tố cáo và xử lý vi phạm pháp luật về cư trú theo quy định của pháp luật; h) Hợp tác quốc tế về quản lý cư trú. 3. Bộ, cơ quan ngang Bộ, trong phạm vi nhiệm vụ, quyền hạn của mình, có trách nhiệm thực hiện quản lý nhà nước về cư trú theo sự phân công của Chính phủ. 4. Ủy ban nhân dân các cấp, trong phạm vi nhiệm vụ, quyền hạn của mình, có trách nhiệm sau đây: a) Tổ chức thực hiện các văn bản quy phạm pháp luật về cư trú tại địa phương; b) Chỉ đạo việc phối hợp giữa các cơ quan hữu quan ở địa phương về quản lý cư trú; c) Tổ chức tuyên truyền, phổ biến, giáo dục pháp luật về cư trú; d) Kiểm tra, thanh tra, giải quyết khiếu nại, tố cáo và xử lý vi phạm pháp luật về cư trú theo quy định của pháp luật.",ngày 13 tháng 11 năm 2020,
68/2020/QH14_33,Luật,68/2020/QH14,33,Trách nhiệm của cơ quan đăng ký cư trú,"1. Niêm yết công khai thủ tục hành chính; hướng dẫn cơ quan, tổ chức, cá nhân, hộ gia đình thực hiện các quy định của pháp luật về cư trú; công khai địa điểm, số điện thoại hoặc cách thức khác để tiếp nhận thông báo lưu trú, khai báo tạm vắng. 2. Cập nhật thông tin về cư trú của công dân vào Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu về cư trú. 3. Xác nhận thông tin về cư trú, thông báo về kết quả thực hiện các thủ tục đăng ký thường trú, đăng ký tạm trú, gia hạn tạm trú, khai báo thông tin, điều chỉnh thông tin về cư trú, tách hộ, khai báo tạm vắng dưới hình thức văn bản, tin nhắn điện tử hoặc hình thức khác theo quy định của Bộ trưởng Bộ Công an. 4. Quản lý, lưu trữ hồ sơ, giấy tờ, tài liệu về đăng ký, quản lý cư trú và bảo mật thông tin về đăng ký cư trú của công dân. 5. Giải quyết kiến nghị, khiếu nại, tố cáo của công dân liên quan đến cư trú, quản lý cư trú theo thẩm quyền.",ngày 13 tháng 11 năm 2020,
68/2020/QH14_34,Luật,68/2020/QH14,34,Người làm công tác đăng ký cư trú,"1. Người làm công tác đăng ký cư trú phải được đào tạo, bồi dưỡng chuyên môn, nghiệp vụ phù hợp với nhiệm vụ được giao. 2. Khi thực hiện nhiệm vụ, người làm công tác đăng ký cư trú phải có thái độ, lời nói, cử chỉ nghiêm túc, khiêm tốn, hòa nhã; tiếp nhận, kiểm tra hồ sơ, giấy tờ, tài liệu có liên quan và giải quyết đúng thời hạn theo quy định của Luật này; trường hợp hồ sơ chưa đầy đủ, hợp lệ thì hướng dẫn cụ thể, đầy đủ bằng văn bản và chịu trách nhiệm trước pháp luật về việc hướng dẫn đó.",ngày 13 tháng 11 năm 2020,
68/2020/QH14_35,Luật,68/2020/QH14,35,"Hủy bỏ đăng ký thường trú, đăng ký tạm trú","Trường hợp cơ quan, người có trách nhiệm thực hiện việc đăng ký thường trú, đăng ký tạm trú không đúng thẩm quyền, không đúng đối tượng và điều kiện theo quy định của Luật này thì cơ quan đã thực hiện việc đăng ký hoặc thủ trưởng cấp trên trực tiếp của cơ quan đã đăng ký có trách nhiệm ra quyết định hủy bỏ việc đăng ký đó. Cơ quan đã đăng ký có trách nhiệm thông báo bằng văn bản cho người đăng ký và nêu rõ lý do.",ngày 13 tháng 11 năm 2020,
68/2020/QH14_36,Luật,68/2020/QH14,36,Cơ sở dữ liệu về cư trú,"1. Cơ sở dữ liệu về cư trú được xây dựng để phục vụ công tác quản lý nhà nước về cư trú, là tài sản quốc gia do Bộ Công an thống nhất quản lý. 2. Cơ sở dữ liệu về cư trú phải bảo đảm kết nối với Cơ sở dữ liệu quốc gia về dân cư và cơ sở dữ liệu khác theo quy định của pháp luật, đáp ứng chuẩn về cơ sở dữ liệu và tiêu chuẩn, quy chuẩn kỹ thuật công nghệ thông tin. 3. Việc thu thập, lưu trữ, xử lý, bảo vệ và khai thác, sử dụng dữ liệu về cư trú phải đáp ứng các yêu cầu sau đây: a) Ứng dụng công nghệ thông tin để thu thập, lưu trữ, xử lý thông tin về cư trú đầy đủ, nhanh chóng, chính xác; bảo đảm an toàn dữ liệu theo đúng nguyên tắc, định dạng hệ cơ sở dữ liệu; b) Bảo đảm an toàn các thiết bị lưu trữ thông tin, tài liệu về cư trú; c) Bảo vệ an ninh mạng, an ninh thông tin về cư trú trên mạng máy tính; bảo đảm an toàn thông tin, tài liệu lưu trữ trong Cơ sở dữ liệu về cư trú; phòng, chống các hành vi tấn công, xâm nhập, đánh cắp thông tin, phá hoại hoặc làm hư hỏng dữ liệu về cư trú; d) Mọi sự truy nhập đến Cơ sở dữ liệu về cư trú để thay đổi thông tin về cư trú của công dân phải được sự phê duyệt của thủ trưởng cơ quan đăng ký cư trú hoặc cơ quan khác có thẩm quyền; đ) Cơ quan, tổ chức, cá nhân không được cung cấp, trao đổi, sao chép, in trái phép thông tin, tài liệu từ Cơ sở dữ liệu về cư trú. 4. Chính phủ quy định chi tiết việc xây dựng, quản lý, sử dụng Cơ sở dữ liệu về cư trú, thông tin trong Cơ sở dữ liệu về cư trú và việc cung cấp, trao đổi thông tin, tài liệu từ Cơ sở dữ liệu về cư trú cho cơ quan, tổ chức, cá nhân.",ngày 13 tháng 11 năm 2020,
68/2020/QH14_37,Luật,68/2020/QH14,37,"Sửa đổi, bổ sung, bãi bỏ một số điều của các luật có liên quan đến quản lý cư trú","1. Sửa đổi, bổ sung khoản 1 Điều 9 của Luật Căn cước công dân số 59/2014/QH13 như sau: “1. Nội dung thông tin được thu thập, cập nhật gồm: a) Họ, chữ đệm và tên khai sinh; b) Ngày, tháng, năm sinh; c) Giới tính; d) Nơi đăng ký khai sinh; đ) Quê quán; e) Dân tộc; g) Tôn giáo; h) Quốc tịch; i) Tình trạng hôn nhân; k) Nơi thường trú; l) Nơi tạm trú; m) Tình trạng khai báo tạm vắng; n) Nơi ở hiện tại; o) Quan hệ với chủ hộ; p) Nhóm máu, khi công dân yêu cầu cập nhật và xuất trình kết luận về xét nghiệm xác định nhóm máu của người đó; q) Họ, chữ đệm và tên, số định danh cá nhân hoặc số Chứng minh nhân dân, quốc tịch của cha, mẹ, vợ, chồng hoặc người đại diện hợp pháp; r) Họ, chữ đệm và tên, số định danh cá nhân hoặc số Chứng minh nhân dân của chủ hộ và các thành viên hộ gia đình; s) Ngày, tháng, năm chết hoặc mất tích.”. 2. Sửa đổi, bổ sung khoản 7 Điều 2 của Luật Bảo hiểm y tế số 25/2008/QH12 đã được sửa đổi, bổ sung một số điều theo Luật số 32/2013/QH13, Luật số 46/2014/QH13, Luật số 97/2015/QH13 và Luật số 35/2018/QH14 như sau: “7. Hộ gia đình tham gia bảo hiểm y tế (sau đây gọi chung là hộ gia đình) là những người cùng đăng ký thường trú hoặc cùng đăng ký tạm trú tại một chỗ ở hợp pháp theo quy định của pháp luật về cư trú.”. 3. Bãi bỏ khoản 3 và khoản 4 Điều 19 của Luật Thủ đô số 25/2012/QH13. 4. Bãi bỏ điểm b khoản 1 Điều 45 của Luật Lý lịch tư pháp số 28/2009/QH12.",ngày 13 tháng 11 năm 2020,
68/2020/QH14_38,Luật,68/2020/QH14,38,Điều khoản thi hành,"1. Luật này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2021. 2. Luật Cư trú số 81/2006/QH11 đã được sửa đổi, bổ sung một số điều theo Luật số 36/2013/QH13 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành. 3. Kể từ ngày Luật này có hiệu lực thi hành, Sổ hộ khẩu, Sổ tạm trú đã được cấp vẫn được sử dụng và có giá trị như giấy tờ, tài liệu xác nhận về cư trú theo quy định của Luật này cho đến hết ngày 31 tháng 12 năm 2022. Trường hợp thông tin trong Sổ hộ khẩu, Sổ tạm trú khác với thông tin trong Cơ sở dữ liệu về cư trú thì sử dụng thông tin trong Cơ sở dữ liệu về cư trú. Khi công dân thực hiện các thủ tục đăng ký cư trú dẫn đến thay đổi thông tin trong Sổ hộ khẩu, Sổ tạm trú thì cơ quan đăng ký cư trú có trách nhiệm thu hồi Sổ hộ khẩu, Sổ tạm trú đã cấp, thực hiện điều chỉnh, cập nhật thông tin trong Cơ sở dữ liệu về cư trú theo quy định của Luật này và không cấp mới, cấp lại Sổ hộ khẩu, Sổ tạm trú. 4. Chính phủ, Bộ, cơ quan ngang Bộ và cơ quan khác có liên quan rà soát các văn bản quy phạm pháp luật thuộc thẩm quyền ban hành có nội dung quy định liên quan đến Sổ hộ khẩu, Sổ tạm trú hoặc có yêu cầu xuất trình giấy tờ, tài liệu xác nhận về cư trú để sửa đổi, bổ sung cho phù hợp với quy định của Luật này, hạn chế việc sử dụng thông tin về nơi cư trú là điều kiện để thực hiện các thủ tục hành chính.",ngày 13 tháng 11 năm 2020,
154/2024/NĐ-CP_3,Nghị định,154/2024/NĐ-CP,3,"Nơi cư trú của người sinh sống, người làm nghề lưu động trên tàu, thuyền hoặc phương tiện khác có khả năng di chuyển","1. Nơi cư trú của người sinh sống, người làm nghề lưu động trên tàu, thuyền hoặc phương tiện khác có khả năng di chuyển và được dùng để ở (sau đây gọi chung là phương tiện) là nơi đăng ký phương tiện hoặc nơi phương tiện thường xuyên đậu, đỗ theo quy định tại khoản 1 Điều 16 Luật Cư trú. 2. Nơi thường xuyên đậu, đỗ của phương tiện là địa điểm mà phương tiện đó thực tế đậu, đỗ, không thuộc địa điểm cấm, khu vực cấm do chủ phương tiện tự xác định và đăng ký với Ủy ban nhân dân cấp xã hoặc Ủy ban nhân dân cấp huyện ở nơi không có đơn vị hành chính cấp xã (sau đây viết gọn là Ủy ban nhân dân cấp xã) nơi phương tiện đó đậu, đỗ. Trường hợp chủ phương tiện đã có hợp đồng thuê bến bãi hoặc văn bản chấp thuận cho phương tiện đậu, đỗ của cơ quan, tổ chức quản lý nơi đậu, đỗ thì không phải đăng ký. 3. Công dân nộp hồ sơ đăng ký cư trú và Tờ khai đề nghị xác nhận nơi thường xuyên đậu, đỗ; sử dụng phương tiện vào mục đích để ở (sau đây viết gọn là Tờ khai) theo Mẫu số 01 ban hành kèm theo Nghị định này bằng phương thức trực tiếp, trực tuyến hoặc dịch vụ bưu chính công ích đến cơ quan đăng ký cư trú. Cơ quan quan đăng ký cư trú có trách nhiệm chuyển Tờ khai đến Ủy ban nhân dân cấp xã. Trong thời hạn 02 ngày làm việc, kể từ ngày nhận được Tờ khai, Ủy ban nhân dân cấp xã xem xét, xác nhận, trường hợp từ chối giải quyết thì phải trả lời bằng văn bản, nêu rõ lý do và chuyển các văn bản này cho cơ quan đăng ký cư trú để xem xét, giải quyết đăng ký cư trú cho công dân. 4. Trường hợp chủ phương tiện thay đổi nơi thường xuyên đậu, đỗ của phương tiện có trách nhiệm đăng ký lại theo quy định tại khoản 3 Điều này.",ngày 26 tháng 11 năm 2024,
154/2024/NĐ-CP_4,Nghị định,154/2024/NĐ-CP,4,"Nơi cư trú của người không có nơi thường trú, nơi tạm trú","1. Người không có nơi thường trú, nơi tạm trú khai báo thông tin về cư trú theo mẫu Tờ khai thay đổi thông tin cư trú và nộp trực tuyến, trực tiếp hoặc qua dịch vụ bưu chính công ích đến cơ quan đăng ký cư trú tại nơi ở hiện tại theo quy định tại Điều 19 Luật Cư trú. Trường hợp chưa có thông tin hoặc thông tin không đầy đủ, chính xác trong Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu về cư trú thì cơ quan đăng ký cư trú tại nơi ở hiện tại của công dân có trách nhiệm tiếp nhận thông tin, hồ sơ của công dân, kiểm tra, xác minh và thực hiện thu thập, cập nhật thông tin công dân theo quy định của pháp luật. 2. Trường hợp qua kiểm tra, rà soát, cơ quan đăng ký cư trú phát hiện công dân thuộc trường hợp phải khai báo thông tin về cư trú thì có trách nhiệm hướng dẫn và yêu cầu công dân đó thực hiện việc khai báo. Trong thời hạn 30 ngày, kể từ ngày cơ quan đăng ký cư trú yêu cầu công dân khai báo thông tin về cư trú thì công dân có trách nhiệm thực hiện khai báo theo quy định tại khoản 1 Điều này. 3. Trường hợp qua kiểm tra, xác minh xác định thông tin về cư trú do công dân đã khai báo, cung cấp nhưng chưa đầy đủ, chính xác hoặc không kiểm tra, xác minh được thông tin về công dân thì cơ quan đăng ký cư trú có văn bản giấy hoặc văn bản điện tử từ chối tiếp nhận khai báo thông tin về cư trú và đề nghị công dân đó khai báo lại để kiểm tra, xác minh theo quy định (trừ trường hợp thông tin khai báo lại đúng với kết quả đã xác minh trước đó). Thời hạn kiểm tra, xác minh lại được tính như thời hạn kiểm tra, xác minh lần đầu. Qua kiểm tra, xác minh nếu có căn cứ xác định người đến khai báo là công dân Việt Nam và thông tin mà công dân đó khai báo đầy đủ, chính xác thì cơ quan đăng ký cư trú tiến hành thu thập, cập nhật thông tin công dân đó vào Cơ sở dữ liệu quốc gia về dân cư để đề nghị cơ quan quản lý căn cước Bộ Công an xác lập số định danh cá nhân của công dân Việt Nam theo quy định của pháp luật. Cơ quan đăng ký cư trú có trách nhiệm cấp giấy xác nhận thông tin về cư trú khi công dân có nhu cầu. 4. Nội dung giấy xác nhận thông tin về cư trú bao gồm các thông tin cơ bản về công dân: Họ, chữ đệm và tên, số định danh cá nhân; ngày, tháng, năm sinh; giới tính; quốc tịch; dân tộc; tôn giáo; quê quán; nơi đăng ký khai sinh; nơi ở hiện tại; ngày, tháng, năm khai báo cư trú; họ, chữ đệm và tên chủ hộ; quan hệ với chủ hộ; số định danh cá nhân chủ hộ. 5. Công dân đã được cấp giấy xác nhận thông tin về cư trú có trách nhiệm đăng ký thường trú hoặc đăng ký tạm trú ngay khi đủ điều kiện, thủ tục theo quy định của Luật Cư trú; trường hợp chưa đủ điều kiện đăng ký thường trú, đăng ký tạm trú nhưng có thay đổi về thông tin cá nhân, thông tin nhân thân thì phải khai báo lại với cơ quan đăng ký cư trú nơi đã cấp giấy xác nhận thông tin về cư trú để kiểm tra, xác minh, rà soát, cập nhật, điều chỉnh thông tin trong Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu về cư trú.",ngày 26 tháng 11 năm 2024,
154/2024/NĐ-CP_5,Nghị định,154/2024/NĐ-CP,5,"Giấy tờ, tài liệu, thông tin chứng minh chỗ ở hợp pháp","1. Công dân cung cấp thông tin chứng minh về chỗ ở hợp pháp cho cơ quan đăng ký cư trú khi nộp hồ sơ đăng ký cư trú, cơ quan đăng ký cư trú có trách nhiệm khai thác thông tin này trong căn cước điện tử, tài khoản định danh điện tử trên hệ thống định danh và xác thực điện tử qua Ứng dụng định danh quốc gia hoặc trong Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu về cư trú, Kho quản lý dữ liệu điện tử tổ chức, cá nhân trên Cổng dịch vụ công quốc gia, Hệ thống thông tin giải quyết thủ tục hành chính cấp bộ, cấp tỉnh hoặc cơ sở dữ liệu quốc gia, cơ sở dữ liệu chuyên ngành khác. Trường hợp không khai thác được thông tin chứng minh về chỗ ở hợp pháp trong cơ sở dữ liệu, hệ thống thông tin hoặc ứng dụng định danh quốc gia thì cơ quan đăng ký cư trú có trách nhiệm kiểm tra, xác minh để giải quyết thủ tục về cư trú; công dân có trách nhiệm cung cấp bản sao, bản chụp, bản điện tử một trong các giấy tờ, tài liệu chứng minh về chỗ ở hợp pháp khi cơ quan đăng ký cư trú có yêu cầu. 2. Giấy tờ, tài liệu chứng minh chỗ ở hợp pháp để đăng ký thường trú là một trong các giấy tờ, tài liệu sau: a) Giấy tờ, tài liệu chứng nhận về quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất do cơ quan có thẩm quyền cấp qua các thời kỳ theo quy định của pháp luật về đất đai và nhà ở; b) Giấy phép xây dựng nhà ở hoặc giấy phép xây dựng nhà ở có thời hạn đối với trường hợp phải xin giấy phép xây dựng theo quy định của pháp luật về xây dựng; c) Giấy tờ mua bán nhà ở thuộc sở hữu nhà nước hoặc giấy tờ về hóa giá, thanh lý nhà ở gắn liền với đất ở thuộc sở hữu nhà nước theo quy định của pháp luật; d) Hợp đồng mua bán nhà ở hoặc giấy tờ chứng minh việc đã bàn giao nhà ở hoặc đã nhận nhà ở của doanh nghiệp kinh doanh bất động sản đầu tư xây dựng để bán; đ) Giấy tờ về mua, thuê mua, nhận tặng cho, nhận thừa kế, nhận góp vốn, nhận đổi nhà ở phù hợp với quy định của pháp luật về đất đai và nhà ở; e) Giấy tờ về giao tặng nhà tình nghĩa, nhà tình thương, nhà đại đoàn kết, cấp nhà ở, đất ở cho cá nhân, hộ gia đình; g) Giấy tờ của Tòa án hoặc cơ quan nhà nước có thẩm quyền giải quyết cho được sở hữu nhà ở đã có hiệu lực pháp luật; h) Giấy tờ, tài liệu chứng minh về việc thế chấp, cầm cố quyền sở hữu chỗ ở hợp pháp; i) Xác nhận của Ủy ban nhân dân cấp xã về nhà ở, đất ở sử dụng ổn định, không có tranh chấp và không thuộc địa điểm không được đăng ký thường trú mới theo Mẫu số 02 ban hành kèm theo Nghị định này; k) Giấy tờ, tài liệu chứng minh về đăng ký, đăng kiểm phương tiện thuộc quyền sở hữu, xác nhận đăng ký nơi thường xuyên đậu, đỗ của phương tiện trừ trường hợp không phải đăng ký nơi thường xuyên đậu đỗ theo quy định tại khoản 2 Điều 3 Nghị định này; l) Hợp đồng, văn bản về việc cho thuê, cho mượn, cho ở nhờ được công chứng hoặc chứng thực theo quy định của pháp luật; m) Một trong các loại giấy tờ, tài liệu khác để xem xét cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản khác gắn liền với đất theo quy định của pháp luật về đất đai, nhà ở qua các thời kỳ. 3. Giấy tờ, tài liệu chứng minh chỗ ở hợp pháp để đăng ký tạm trú là một trong các giấy tờ, tài liệu sau: a) Một trong những giấy tờ, tài liệu quy định tại khoản 2 Điều này, trừ trường hợp giấy tờ, tài liệu chứng minh chỗ ở hợp pháp là văn bản cho thuê, cho mượn, cho ở nhờ chỗ ở hợp pháp của cơ quan, tổ chức, cá nhân thì văn bản đó không phải công chứng hoặc chứng thực; b) Văn bản cam kết của công dân về việc có chỗ ở thuộc quyền sử dụng của mình, không có tranh chấp về quyền sử dụng và đang sinh sống ổn định, lâu dài tại chỗ ở đó nếu không có một trong các giấy tờ, tài liệu quy định tại điểm a khoản này. Nội dung văn bản cam kết bao gồm: Họ, chữ đệm và tên; ngày, tháng, năm sinh; số định danh cá nhân; nơi cư trú; thông tin về chỗ ở đề nghị đăng ký tạm trú và cam kết của công dân; c) Giấy tờ, tài liệu của chủ sở hữu cơ sở lưu trú du lịch, cơ sở khác có chức năng lưu trú cho phép cá nhân được đăng ký tạm trú tại cơ sở đó; d) Giấy tờ của cơ quan, tổ chức quản lý khu công nghiệp, khu chế xuất, khu kinh tế cho phép người lao động được đăng ký tạm trú tại chỗ ở thuộc quyền sở hữu hoặc quản lý theo quy định của pháp luật; đ) Giấy tờ của cơ quan, tổ chức quản lý công trình, công trường xây dựng, ký túc xá, làng nghề, cơ sở, tổ chức sản xuất kinh doanh cho phép người lao động được đăng ký tạm trú tại chỗ ở thuộc quyền sở hữu hoặc quản lý theo quy định của pháp luật. 4. Giấy tờ, tài liệu chứng minh bảo đảm diện tích nhà ở tối thiểu để đăng ký thường trú tại chỗ ở hợp pháp do thuê, mượn, ở nhờ quy định tại khoản 3 Điều 20 Luật Cư trú là một trong các loại giấy tờ sau: a) Giấy tờ, tài liệu quy định tại khoản 2 Điều này trong đó có thể hiện diện tích nhà ở; b) Xác nhận của Ủy ban nhân dân cấp xã về điều kiện diện tích bình quân bảo đảm theo quy định của Hội đồng nhân dân tỉnh, thành phố trực thuộc trung ương theo Mẫu số 02 ban hành kèm theo Nghị định này.",ngày 26 tháng 11 năm 2024,
